affiliation	count
Jeanne Antoinette Le Normant d'Etioles	1
M. — de Bellemare [Pierre Quesnel]	1
Philippe Antoine de Claris	1
marquis de Florian	1
Joseph Michel Antoine Servan	1
comtesse d'Egmont-Pignatelli	1
Sophie Jeanne Armande Élisabeth Septimanie de Vignerod Du Plessis	1
Jacques François Deluc	1
Joseph Audra	1
comte d'Argenson	1
Marc Pierre de Voyer de Paulmy	1
duc de Villars	1
Claude Louis Hector de Villars	1
Louise Honorine Crozat Du Châtel	1
duchesse de Choiseul	1
François Augustin Toussaint de Beaulieu de Barneville	1
Jean Baptiste de Boyer	1
marquis d'Argens	1
— Godard	1
marquis de Combrande	1
Antoine Jean Amelot de Chaillou	1
Anthelme Castin	1
king of France	1
Louis XVI	1
Joseph Fessy	1
Charles Esaie Chandieu de Chabot	1
Fürst zu Salm-Kyrburg	1
Friedrich III	1
Ferdinando Galiani	1
François Grasset	1
Alexandre Marie François de Paule de Dompierre d'Hornoy	1
Louise Honorée Françoise d'Aubonne	1
conte Giovanni Maria Mazzuchelli	1
Simon Henri Dubuisson	1
Thomas Marie Royou	1
Louis Gaspard Fabry	1
Jean Élie Bertrand	1
Antoine Charles Du Tillet de Pannes	1
prince of Brunswick-Wolfenbüttel	1
Charles William Ferdinand	1
Pierre Lullin	1
Laurent Angliviel de La Beaumelle	1
Carlo Goldoni	1
Luc de Clapiers	1
marquis de Vauvenargues	1
Joseph Alphonse Omer de Valbelle-Oraison	1
marquis de Tourves	1
Johann Rudolf Frey	1
Louisa Dorothea von Meiningen	1
duchess of Saxe-Gotha	1
César de Missy	1
Germain Louis Chauvelin	1
Guillaume François Joly de Fleury	1
Jacob Vernes	1
marchese Francesco Albergati Capacelli	1
comte Nicolas Louis François de Neufchâteau	1
Jean Antoine Noé Polier de Bottens	1
Jacob Tronchin	1
Pierre Laurent Buirette de Belloy	1
Léopold Desmarets	1
duc de La Vallière	1
Louis César de La Baume Le Blanc	1
— Medina	1
marquis de Boissy	1
Louis François Le Fèvre de Caumartin	1
Johann Friedrich Schmidt	1
Johann Erasmus von Senckenberg	1
Pierre de Taulès	1
Charles Bonnet	1
Germain Gilles Richard de Ruffey	1
Sophie Durey de Verven	1
Jean François Marmontel	1
Joseph Vasselier	1
Jean Ribote-Charron	1
Claude Amable François Robin de La Tremblaye	1
Charles Jean François Hénault	1
Marguerite Jeanne de Staal	1
baronne de Staal	1
Beat Ludwig von May	1
Théophile Imarigeon Duvernet	1
Stanislas Jean de Boufflers	1
Pierre Alexandre Le Prieur	1
Jacques Auguste Rousseau	1
Graf Dietrich von Keyserlingk	1
Comédie française	1
conde de Villalonga	1
Roberto José de La Cerda	1
baron de Grandcour	1
Jean Louis Labat	1
Pierre Jacques Claude Dupuits	1
Adrien Maurice de Noailles	1
duc de Noailles	1
Louis François Armand Du Plessis	1
duc de Richelieu	1
Élisabeth Françoise Sophie de La Live de Bellegarde	1
comtesse d'Houdetot	1
Pierre Louis d'Aquin de Château-Lyon	1
Octave Roffredi	1
comte de Saourge	1
Jean Pierre Crommelin	1
Anne Marie Fiquet Du Boccage	1
Antoine Louis de Rouillé	1
comte de Jouy	1
Marie Élisabeth de Dompierre de Fontaine	1
marquise de Florian	1
Philibert Cramer	1
Henri Louis Lekain	1
Élie Bertrand	1
Charles Simon Favart	1
Louis Quarré de Quintin	1
David Garrick	1
Henri François Daguesseau	1
Ponce Denis Ecouchard Lebrun	1
marquis de Condorcet	1
Marie Jean Antoine Nicolas de Caritat	1
François Thomas Moreau de La Rochette	1
Jean Bernard Le Blanc	1
