affiliation	count
Elector Palatine	1
Charles Theodore von Sulzbach	1
Colin Maclaurin	1
Thomas Blanchard	1
Michael Gabriel von Fredersdorff	1
Pierre Prime Félicien Le Tourneur	1
Jean Marie Joseph Thomasseau de Cursay	1
Anne Louise Élie de Beaumont	1
marquis de Monteynard	1
Louis François de Monteynard	1
Paul Henri Mallet	1
Charles François Joseph Petitcuenot	1
— Sauvage de Saint-Marc	1
Jean Charles Girod	1
Simon de La Tour	1
Anne François Duperrier-Dumouriez	1
François David Bollioud de Saint-Julien	1
baron d'Argental	1
Christophe Picquet	1
Louis Élisabeth de La Vergne	1
comte de Tressan	1
— Seguy	1
Judith de Saussure	1
Louis Charles Bertin de Blagny	1
Ivan Ivanovich Betzky	1
Armand Charles Emmanuel d'Hautefort	1
comte d'Hautefort	1
conte Francesco Algarotti	1
Anne Marguerite Feydeau	1
Charles Palissot de Montenoy	1
Hyacinthe de Pingon	1
comte de Sallenôves	1
Michel Bouvard de Fourqueux	1
Marie Anne Françoise Mouchard	1
comtesse de Beauharnais	1
Charles Marguerite Jean Baptiste Mercier Dupaty	1
François Tronchin	1
Jean Jacques Rousseau	1
Chrétien Guillaume de Lamoignon de Malesherbes	1
Louis Antoine de Caraccioli	1
Albrecht von Tscharner	1
Jean Baptiste Joseph Damarzit de Sahuguet	1
baron d'Espagnac	1
Baron Sylvester Josef von Hohenhausen	1
baronne de Monthoux	1
Catherine Josephte de Pougny de Guillet	1
M. — Menou	1
Joseph Marie Durey de Morsan	1
Jean Baptiste Simon Sauvé	1
René Hérault	1
Jean de Vaines	1
Étienne Fessard	1
Charles Juste de Beauvau	1
prince de Beauvau-Craon	1
David Garrick	1
— Medina	1
Étienne Jean de Guimard des Rocheretz	1
baron de Montpéroux	1
Joseph Tardy	1
Col. — de Geoffre-Chabrignac	1
Claude Joseph Dorat	1
Étienne Michel Bouret	1
Adrien Michel Hyacinthe Blin de Sainmore	1
chevalier d'Espinasse	1
Johanna Elisabeth von Schleswig-Holstein-Gottorp	1
princess of Anhalt-Zerbst	1
