affiliation	count
Gabriel Cramer	1
Jean de Vaines	1
Pierre Alexandre Du Peyrou	1
Charles Marie de La Condamine	1
Beat Ludwig von May	1
baron de Montfalcon	1
Charles de Brosses	1
Marc de Beauvau	1
Juliana Franziska von Buchwald	1
Baron Reinhard von Gemmingen	1
— Du Gard d'Echichens	1
prince de Ligne	1
Charles Joseph	1
Étienne Jean de Guimard des Rocheretz	1
baron de Montpéroux	1
François Tronchin	1
Catherine Olympe Du Noyer	1
Jean François Du Bellay Du Resnel	1
Claude Gallien de Salmorenc	1
comte de Caylus	1
Anne Claude Philippe de Tubières-Grimoard de Pestels de Levis	1
Pierre Étienne Bourgeois de Boynes	1
Paul Henri Thiry d'Holbach	1
baron d'Holbach	1
Jean Antoine Noé Polier de Bottens	1
Jean Bernard Le Blanc	1
count Montmartin	1
Friedrich Samuel Alleman	1
S. S. Razumovsky	1
Stanislas Jean de Boufflers	1
duc de Nivernais	1
Louis Jules Barbon Mancini-Mazarini	1
Jacques de Rochefort d'Ally	1
conde de La Puebla	1
Antonio de Portugal	1
Pierre Hugonet	1
8th Baronet Macdonald of Sleat	1
Sir James Macdonald	1
Jean Benjamin de Laborde	1
Christophe de Beaumont	1
archevêque de Paris	1
marquise de Langallerie	1
Angélique Constant de Rebecque	1
Charles Palissot de Montenoy	1
Guillaume Joseph Dupleix de Bacquencourt	1
Claude Étienne Darget	1
Luc de Clapiers	1
marquis de Vauvenargues	1
Mathieu Henry Marchant de La Houlière	1
Henri Lambert d'Herbigny	1
marquis de Thibouville	1
Jean Jacques Amelot de Chaillou	1
Jean François Marmontel	1
conte Francesco Algarotti	1
Henri Louis Lekain	1
Lazzaro Spallanzani	1
Charles Étienne Jordan	1
Charles Juste de Beauvau	1
marquis de Combrande	1
Antoine Jean Amelot de Chaillou	1
prince of Prussia	1
Henry	1
Charles Bordes	1
[unknown]	1
Charles Eugene von Württemberg	1
— Du Lyon	1
Charles Bonnet	1
marquis de Saint-Lambert	1
Jean François de Saint-Lambert	1
Jacques Mallet Du Pan	1
Théodore Tronchin	1
Jacques Abram Elie Daniel Clavel de Brenles	1
Michel Linant	1
Michael Gabriel von Fredersdorff	1
Pierre Jacques Claude Dupuits	1
baronne d'Argental	1
Anne Madeleine Louise de La Tour Du Pin	1
Claire Cramer	1
Dominique Jacques Barberie	1
marquis de Courteille	1
Gustavus III	1
king of Sweden	1
Christian VII	1
king of Denmark	1
John Moore	1
Princess Ekaterina Romanovna Dashkova	1
marquise d'Épinay	1
Louise Florence Pétronille La Live	1
Baron Albrecht von Haller	1
Louis Laurent Gaultier	1
Dom Louis	1
René de Bonneval	1
Bernard Joseph Saurin	1
Antoine Adam	1
Prosper Marchand	1
Claude Peletier	1
duc de Choiseul	1
Étienne François de Choiseul-Stainville	1
Charlotte Philippina von Preussen	1
duchess of Brunswick-Wolfenbüttel	1
Élie Salomon Reverdil	1
J. D. G. P.	1
seigneur d'Hermenches	1
David Louis Constant de Rebecque	1
François Louis Antoine de Bourbon	1
comte de Busset	1
